,MSSubClass,MSZoning,Neighborhood,Condition1,HouseStyle,OverallQual,YearBuilt,Exterior1st,MasVnrType,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
1102,20,3,12,2,2,5,1960,14,1,3,1,4,1010.0,1134,1134,1,3,6,254.0,135000
1103,20,3,12,2,2,6,1959,3,2,3,1,4,655.0,1194,1194,1,3,6,539.0,159500
1104,160,4,2,2,5,5,1970,6,1,3,1,4,630.0,630,1302,2,3,6,440.0,106000
1105,60,3,15,2,5,8,1994,6,1,2,2,0,1463.0,1500,2622,2,2,9,712.0,325000
1106,20,3,20,1,2,7,1990,6,2,2,2,2,910.0,1442,1442,2,2,6,719.0,179900
1107,60,3,8,2,5,7,2006,13,2,2,2,0,868.0,887,2021,2,2,9,422.0,274725
1108,60,3,8,2,5,6,2000,13,2,3,2,2,924.0,948,1690,2,3,7,463.0,181000
1109,20,3,16,2,2,8,2004,8,3,2,2,0,1836.0,1836,1836,2,2,7,862.0,280000
1110,60,3,8,2,5,6,1995,6,2,3,2,2,773.0,773,1658,2,3,8,431.0,188000
1111,60,3,14,2,5,7,1976,10,1,3,1,4,803.0,1098,1964,2,3,8,483.0,205000
1112,20,3,12,2,2,5,1957,15,2,3,1,4,816.0,816,816,1,3,5,308.0,129900
1113,20,3,12,2,2,5,1953,14,2,3,1,4,1008.0,1008,1008,1,2,6,240.0,134500
1114,20,3,17,2,2,5,1954,8,2,3,1,4,833.0,833,833,1,2,4,326.0,117000
1115,20,3,16,2,2,8,2007,13,3,2,2,0,1734.0,1734,1734,2,0,7,928.0,318000
1116,80,3,8,2,7,8,2002,13,2,2,2,2,408.0,779,1419,2,2,7,527.0,184100
1117,20,3,19,1,2,5,1967,13,2,3,1,4,894.0,894,894,1,2,5,450.0,130000
1118,80,3,19,2,7,5,1958,8,2,3,1,4,533.0,1021,1601,1,3,6,300.0,140000
1119,20,3,12,2,2,5,1959,3,2,3,1,4,1040.0,1040,1040,1,3,6,286.0,133700
1120,30,4,9,2,2,6,1920,3,2,3,0,4,1012.0,1012,1012,1,3,6,308.0,118400
1121,20,3,5,2,2,7,2005,13,1,2,2,2,1552.0,1552,1552,2,2,7,782.0,212900
1122,20,3,7,2,2,4,1956,0,2,3,1,4,672.0,960,960,1,3,5,288.0,112000
1123,20,3,7,2,2,5,1947,13,2,3,1,4,698.0,698,698,1,3,4,0.0,118000
1124,80,3,8,2,7,7,1992,6,1,3,2,2,384.0,812,1482,2,2,7,392.0,163900
1125,20,3,12,2,2,4,1955,10,2,3,1,4,1005.0,1005,1005,1,1,5,672.0,115000
1126,120,3,0,2,2,7,2007,13,1,2,2,2,1373.0,1555,1555,2,2,7,660.0,174000
1127,20,3,8,2,2,7,2004,13,2,2,2,2,1530.0,1530,1530,2,2,7,630.0,259000
1128,60,3,8,2,5,7,2004,13,2,2,2,2,847.0,847,1959,2,2,8,434.0,215000
1129,90,4,17,2,6,5,1980,8,1,3,1,2,936.0,936,936,1,3,4,672.0,140000
1130,50,3,18,2,0,4,1928,15,2,3,0,4,1122.0,1328,1981,2,2,7,576.0,135000
1131,20,3,11,2,2,5,1991,6,2,3,2,2,974.0,974,974,1,3,5,0.0,93500
1132,70,4,17,2,5,6,1880,14,2,3,0,4,1008.0,1178,2210,2,1,8,205.0,117500
1133,60,3,20,2,5,8,1995,13,2,2,2,2,1128.0,1142,2020,2,2,8,466.0,239500
1134,60,3,8,2,5,6,1997,13,2,3,2,2,916.0,916,1600,2,3,7,460.0,169000
1135,30,4,3,2,2,6,1926,14,2,3,0,4,960.0,986,986,1,3,5,180.0,102000
1136,50,3,12,2,0,6,1950,13,2,3,1,4,1032.0,1032,1252,1,3,6,288.0,119000
1137,50,3,19,1,0,5,1875,13,2,3,1,4,780.0,780,1020,1,3,6,0.0,94000
1138,20,3,11,2,2,6,1977,10,2,3,2,4,1567.0,1567,1567,2,2,5,714.0,196000
1139,30,3,3,2,2,5,1920,12,2,3,0,4,915.0,1167,1167,1,3,6,495.0,144000
1140,20,3,12,2,2,5,1951,6,2,3,1,4,952.0,952,952,1,3,4,840.0,139000
1141,60,3,14,4,5,5,1976,10,1,3,1,4,780.0,1088,1868,2,2,9,484.0,197500
1142,60,3,5,2,5,8,2006,13,3,2,2,0,1466.0,1466,2828,3,2,11,1052.0,424870
1143,20,3,19,2,2,5,1959,14,2,3,1,4,1006.0,1006,1006,1,3,5,0.0,80000
1144,190,3,7,2,0,4,1941,8,2,3,0,2,672.0,672,924,1,1,5,280.0,80000
1145,50,4,3,2,0,5,1928,8,2,3,0,4,1042.0,1042,1576,1,3,8,225.0,149000
1146,20,3,20,2,2,6,1985,14,1,2,1,2,1298.0,1298,1298,2,2,5,403.0,180000
1147,70,3,6,2,5,7,1941,8,2,3,1,4,704.0,860,1564,1,1,7,234.0,174500
1148,50,4,17,2,0,7,1926,14,2,3,2,4,572.0,572,1111,1,3,5,288.0,116900
1149,70,4,17,0,5,7,1920,13,2,3,2,4,650.0,832,1482,1,3,7,324.0,143000
1150,20,3,12,2,2,6,1950,3,2,3,1,4,932.0,932,932,1,2,4,306.0,124000
1151,20,3,7,2,2,5,1959,6,1,3,1,4,1466.0,1466,1466,1,1,6,528.0,149900
1152,20,3,6,2,2,6,1956,11,2,3,2,4,1073.0,1811,1811,1,0,6,470.0,230000
1153,30,4,9,2,2,6,1930,14,2,2,0,4,816.0,816,816,1,3,5,432.0,120500
1154,60,3,12,2,5,7,1965,13,3,3,1,4,864.0,902,1820,1,2,8,492.0,201800
1155,20,3,24,2,2,5,1976,10,2,2,1,2,1437.0,1437,1437,2,2,6,528.0,218000
1156,80,3,12,2,7,5,1965,3,2,3,2,4,1219.0,1265,1265,2,2,6,502.0,179900
1157,120,3,16,2,2,7,2007,13,3,2,2,2,1314.0,1314,1314,2,2,6,626.0,230000
1158,20,3,21,1,2,8,2007,13,3,2,2,2,1580.0,1580,1580,2,2,7,830.0,235128
1159,60,3,14,2,5,6,1974,6,1,2,1,4,901.0,943,1876,2,2,8,540.0,185000
1160,160,3,13,2,5,6,1978,10,2,3,1,2,855.0,855,1456,2,3,7,440.0,146000
1161,20,3,6,4,2,6,1954,6,1,2,1,4,1296.0,1640,1640,1,2,7,924.0,224000
1162,20,3,19,2,2,5,1968,13,2,3,1,2,894.0,894,894,1,3,5,450.0,129000
1163,90,3,19,1,6,4,1969,10,2,3,1,2,1198.0,1258,1258,0,3,6,400.0,108959
1164,80,3,24,1,7,5,1978,10,2,3,2,2,1360.0,1432,1432,1,2,5,588.0,194000
1165,20,3,16,2,2,7,2009,13,3,2,2,2,1502.0,1502,1502,2,2,7,644.0,233170
1166,20,3,5,2,2,8,2008,13,3,2,2,2,1694.0,1694,1694,2,2,7,776.0,245350
1167,60,3,8,6,5,6,2000,13,2,3,2,2,959.0,959,1671,2,3,7,472.0,173000
1168,70,3,7,2,5,6,1935,12,2,3,1,4,1127.0,1236,2108,2,2,7,540.0,235000
1169,60,3,15,2,5,10,1995,6,1,2,2,0,1930.0,1831,3627,3,2,10,807.0,625000
1170,80,3,11,2,7,6,1977,10,2,3,1,4,1096.0,1118,1118,1,3,6,358.0,171000
1171,20,3,12,2,2,6,1958,8,2,3,1,4,1261.0,1261,1261,1,3,6,433.0,163000
1172,160,1,21,2,5,7,2006,8,2,2,2,2,625.0,625,1250,2,2,5,625.0,171900
1173,50,3,4,2,0,5,1946,8,2,3,1,4,1598.0,1636,3086,3,0,12,0.0,200500
1174,70,3,6,2,5,6,1932,14,2,3,0,2,952.0,1170,2345,2,3,9,360.0,239000
1175,50,3,15,2,0,8,1992,6,1,2,2,2,1683.0,2129,2872,2,2,9,541.0,285000
1176,20,3,11,2,2,5,1984,6,2,3,1,4,876.0,923,923,1,3,5,264.0,119500
1177,50,4,17,0,0,6,1926,8,2,3,1,4,818.0,818,1224,1,3,5,210.0,115000
1178,50,3,6,2,0,5,1921,14,2,3,0,4,731.0,820,1343,1,3,7,186.0,154900
1179,20,3,7,2,2,5,1954,14,2,3,3,3,0.0,1124,1124,1,3,5,0.0,93000
1180,60,3,23,2,5,7,1990,8,2,3,5,2,1216.0,1298,2514,2,3,8,693.0,250000
1181,120,4,6,2,2,8,2008,5,3,0,2,0,1600.0,1652,1652,2,2,5,482.0,392500
1182,60,3,15,2,5,10,1996,14,2,2,2,0,2396.0,2411,4476,3,0,10,813.0,745000
1183,30,3,17,2,2,5,1920,12,2,3,0,4,1120.0,1130,1130,1,3,5,720.0,120000
1184,20,3,23,2,2,5,1963,8,1,3,1,4,1572.0,1572,1572,1,3,5,995.0,186700
1185,50,3,7,2,0,5,1924,0,2,3,0,4,784.0,949,1221,1,3,7,392.0,104900
1186,190,3,17,0,5,3,1900,6,2,3,1,1,978.0,1014,1699,2,3,7,420.0,95000
1187,20,3,15,2,2,8,1994,7,2,2,2,2,1624.0,1624,1624,2,2,5,757.0,262000
1188,60,3,5,2,5,7,2002,13,1,2,2,2,831.0,831,1660,2,2,7,493.0,195000
1189,60,3,8,2,5,7,1999,13,2,3,2,4,994.0,1028,1804,2,2,7,442.0,189000
1190,190,3,11,2,2,4,1961,8,3,3,1,4,1249.0,1622,1622,1,3,7,1356.0,168000
1191,160,1,21,2,5,8,1999,8,1,2,2,2,776.0,764,1441,2,2,5,492.0,174000
1192,50,4,17,2,0,5,1925,13,2,3,2,4,702.0,842,1472,1,2,6,250.0,125000
1193,120,4,11,2,2,6,1999,13,1,3,2,0,1224.0,1224,1224,2,3,5,402.0,165000
1194,60,3,19,2,5,6,1969,6,3,3,1,4,663.0,663,1352,1,3,7,299.0,158000
1195,60,3,8,2,5,6,2005,13,2,3,2,2,728.0,728,1456,2,2,8,400.0,176000
1196,60,3,8,2,5,7,2006,13,2,2,2,2,879.0,879,1863,2,2,9,660.0,219210
1197,75,4,17,2,4,7,1916,8,2,3,0,4,815.0,815,1690,1,3,7,225.0,144000
1198,20,3,5,2,2,7,2001,13,2,2,2,2,1212.0,1212,1212,2,2,6,573.0,178000
1199,20,3,19,2,2,4,1963,6,1,3,1,4,1051.0,1382,1382,1,3,6,459.0,148000
1200,20,3,12,2,2,4,1970,8,2,3,1,4,864.0,864,864,1,3,5,280.0,116050
1201,60,3,5,2,5,7,1998,13,2,3,2,2,866.0,866,1779,2,2,6,546.0,197900
1202,50,4,3,2,0,5,1925,14,2,3,0,4,884.0,884,1348,1,3,5,216.0,117000
1203,20,3,5,2,2,7,2000,13,1,2,2,2,1630.0,1630,1630,2,2,6,451.0,213000
1204,20,3,14,2,2,5,1975,6,2,3,1,2,1056.0,1074,1074,1,3,6,495.0,153500
1205,20,3,20,2,2,7,1990,6,1,2,1,2,2158.0,2196,2196,2,2,7,701.0,271900
1206,20,2,20,2,2,4,1966,6,2,3,1,4,1056.0,1056,1056,1,3,5,384.0,107000
1207,20,3,5,2,2,6,2003,13,1,2,2,2,1682.0,1700,1700,2,2,7,544.0,200000
1208,20,3,12,2,2,5,1962,8,2,3,1,4,931.0,1283,1283,1,3,6,506.0,140000
1209,20,3,21,8,2,8,2006,13,3,2,2,0,1660.0,1660,1660,2,2,8,500.0,290000
1210,60,3,20,2,5,6,1992,14,2,2,2,2,1055.0,1055,1845,2,2,8,462.0,189000
1211,50,3,8,2,0,8,1988,14,2,2,5,2,559.0,1080,1752,2,3,8,492.0,164000
1212,30,3,7,2,2,4,1941,8,2,3,1,4,672.0,672,672,1,3,4,234.0,113000
1213,80,3,19,2,7,4,1965,13,2,3,1,4,648.0,960,960,0,3,3,364.0,145000
1214,85,3,12,2,6,5,1962,8,2,3,1,4,925.0,999,999,1,3,6,300.0,134500
1215,20,3,19,2,2,5,1966,13,2,3,1,4,894.0,894,894,1,3,5,384.0,125000
1216,90,4,19,5,0,6,1978,13,2,3,3,3,0.0,1318,1902,2,3,8,539.0,112000
1217,20,1,21,2,2,8,2009,5,3,2,2,2,1300.0,1314,1314,2,2,6,552.0,229456
1218,50,4,3,2,0,4,1947,0,2,3,3,3,0.0,672,912,1,3,3,0.0,80500
1219,160,4,2,2,5,6,1971,5,1,3,1,4,672.0,672,1218,1,3,7,0.0,91500
1220,20,3,12,2,2,5,1964,14,2,3,1,4,912.0,912,912,1,3,5,288.0,115000
1221,20,3,19,1,2,5,1968,6,2,3,1,4,952.0,1211,1211,1,3,5,322.0,134000
1222,50,3,12,0,0,6,1949,14,1,3,1,4,1040.0,1168,1846,2,3,7,315.0,143000
1223,20,3,12,2,2,5,1951,14,1,3,1,4,2136.0,2136,2136,2,3,7,528.0,137900
1224,60,3,8,6,5,7,2004,13,2,2,2,2,788.0,788,1490,2,2,8,388.0,184000
1225,80,3,12,2,7,6,1958,13,1,3,1,4,588.0,1138,1138,1,3,6,264.0,145000
1226,60,3,21,1,5,6,2007,13,3,2,2,2,894.0,894,1933,2,2,9,668.0,214000
1227,20,3,12,2,2,5,1965,13,1,3,1,4,912.0,912,912,1,2,5,576.0,147000
1228,120,3,16,2,2,9,2008,8,1,0,2,0,1702.0,1702,1702,1,0,7,1052.0,367294
1229,80,3,12,2,7,5,1960,3,2,3,1,4,1075.0,1507,1507,2,3,7,404.0,127000
1230,90,3,19,1,0,5,1977,10,2,3,1,2,1361.0,1361,2620,2,3,12,600.0,190000
1231,90,3,12,2,7,5,1962,14,1,3,1,4,1106.0,1190,1190,1,3,6,540.0,132500
1232,90,3,12,2,2,4,1962,6,2,3,3,3,0.0,1224,1224,2,3,6,462.0,101800
1233,20,3,12,2,2,5,1959,10,1,3,1,4,1188.0,1188,1188,1,3,6,531.0,142000
1234,70,2,18,2,5,5,1911,8,2,3,2,4,940.0,1024,1964,1,3,7,0.0,130000
1235,70,3,6,2,5,5,1914,14,2,3,0,2,747.0,892,1784,1,3,9,180.0,138887
1236,160,3,16,2,5,7,2003,13,3,2,2,2,764.0,764,1626,2,2,6,474.0,175500
1237,60,3,5,2,5,7,2004,13,2,2,2,2,847.0,847,1948,2,2,8,434.0,195000
1238,20,3,20,5,2,6,2005,13,2,2,2,2,1141.0,1141,1141,1,3,6,484.0,142500
1239,20,3,23,2,2,8,2006,13,1,2,2,2,1476.0,1484,1484,2,0,6,472.0,265900
1240,60,3,5,2,5,7,2003,13,1,2,2,2,884.0,884,1768,2,2,8,543.0,224900
1241,20,3,21,2,2,7,2007,13,3,2,2,2,1689.0,1689,1689,2,2,7,954.0,248328
1242,85,3,14,2,6,7,1974,10,1,3,1,2,1053.0,1173,1173,2,2,6,528.0,170000
1243,20,3,16,2,2,10,2006,13,2,0,2,0,2076.0,2076,2076,2,0,7,850.0,465000
1244,70,3,6,2,5,8,1929,3,2,3,2,2,792.0,792,1517,1,2,7,400.0,230000
1245,80,3,14,2,7,6,1984,13,1,3,1,2,585.0,1140,1868,3,3,7,477.0,178000
1246,60,1,21,2,5,7,2005,13,2,2,2,2,756.0,756,1553,2,2,6,615.0,186500
1247,80,3,11,2,7,6,1976,6,1,3,1,4,1012.0,1034,1034,1,3,6,888.0,169900
1248,75,4,17,2,4,6,1917,0,2,3,0,2,735.0,1134,2058,1,3,8,396.0,129500
1249,20,3,12,2,2,5,1950,8,2,3,1,4,876.0,988,988,1,3,6,276.0,119000
1250,20,3,12,2,2,7,1968,3,2,2,1,4,2110.0,2110,2110,2,0,8,522.0,244000
1251,120,3,16,2,2,7,2003,13,3,2,2,2,1405.0,1405,1405,2,2,6,478.0,171750
1252,20,3,11,2,2,5,1968,6,2,3,1,4,864.0,874,874,1,3,5,288.0,130000
1253,60,3,24,2,5,7,1974,14,2,2,1,4,1192.0,1516,2167,2,2,9,518.0,294000
1254,60,3,7,2,5,7,2003,13,3,2,2,2,746.0,760,1656,2,2,7,397.0,165400
1255,50,4,3,2,0,6,1931,14,2,3,0,4,884.0,959,1367,1,3,6,560.0,127500
1256,20,3,15,2,2,8,1994,6,1,2,2,2,1986.0,1987,1987,2,2,7,691.0,301500
1257,30,3,7,1,2,5,1922,14,2,3,2,1,864.0,864,864,1,3,4,0.0,99900
1258,80,3,8,2,7,7,2005,13,3,2,2,2,856.0,1166,1166,2,2,5,400.0,190000
1259,20,3,12,2,2,6,1969,6,2,3,1,2,1054.0,1054,1054,1,3,6,460.0,151000
1260,60,3,8,6,5,6,1999,13,2,3,2,2,841.0,892,1675,2,3,7,502.0,181000
1261,20,3,12,2,2,5,1956,8,2,3,1,4,1050.0,1050,1050,1,3,5,338.0,128900
1262,50,3,4,2,0,4,1957,14,2,3,1,4,1104.0,1104,1788,1,3,8,304.0,161500
1263,70,3,3,2,5,6,1919,14,2,3,2,4,764.0,1060,1824,1,3,8,520.0,180500
1264,120,2,12,2,2,6,1998,8,2,2,2,2,1405.0,1337,1337,2,2,5,511.0,181000
1265,160,1,21,2,5,7,1999,8,1,2,2,2,691.0,713,1452,2,2,6,506.0,183900
1266,190,4,17,1,4,7,1910,14,2,1,1,4,925.0,964,1889,1,3,9,308.0,122000
1267,20,3,23,2,2,9,2008,12,2,0,2,0,2002.0,2018,2018,2,0,10,746.0,378500
1268,50,3,6,2,0,8,1935,12,1,3,1,4,728.0,1968,3447,3,2,11,1014.0,381000
1269,50,3,12,1,0,5,1958,8,1,3,1,4,874.0,874,1524,1,3,7,315.0,144000
1270,40,3,4,2,2,7,1979,10,2,2,2,2,1332.0,1332,1524,0,2,4,586.0,260000
1271,20,3,14,4,2,6,1968,3,2,3,1,4,1489.0,1489,1489,2,2,7,462.0,185750
1272,20,3,19,2,2,5,1965,6,1,3,1,4,935.0,935,935,1,3,5,288.0,137000
1273,80,3,7,2,7,6,1959,10,1,3,1,4,1019.0,1357,1357,1,0,5,312.0,177000
1274,50,3,6,2,0,5,1910,14,2,3,2,4,661.0,661,1250,2,3,8,552.0,139000
1275,90,3,12,1,5,5,1948,0,3,3,1,4,928.0,928,1920,2,3,10,400.0,137000
1276,60,3,14,2,5,6,1972,6,2,3,1,4,723.0,735,1395,1,3,6,497.0,162000
1277,80,3,14,2,7,6,1967,6,1,3,1,2,1680.0,1724,1724,1,3,7,480.0,197900
1278,60,3,5,2,5,8,2002,13,2,2,2,2,1128.0,1128,2031,2,2,7,577.0,237000
1279,50,0,9,2,0,4,1920,8,2,3,1,4,698.0,698,1128,1,3,6,528.0,68400
1280,20,3,5,2,2,7,2002,13,1,2,2,2,1573.0,1573,1573,2,2,6,544.0,227000
1281,20,3,23,2,2,7,1990,6,1,3,1,2,1309.0,1339,1339,2,3,6,484.0,180000
1282,20,3,5,2,2,5,1977,6,2,3,1,2,1040.0,1040,1040,2,2,5,484.0,150500
1283,90,3,11,2,5,6,1971,8,2,3,1,4,912.0,912,1824,2,3,8,0.0,139000
1284,50,3,18,1,0,6,1919,14,2,3,2,4,804.0,1699,2447,2,2,10,336.0,169000
1285,50,4,3,2,0,6,1939,8,2,3,1,4,780.0,825,1412,1,3,6,280.0,132500
1286,20,3,14,1,2,6,1963,6,1,3,1,4,1328.0,1328,1328,1,3,6,528.0,143000
1287,20,3,4,2,2,5,1964,14,0,3,1,4,1624.0,1582,1582,2,3,7,390.0,190000
1288,120,3,22,2,2,8,2000,5,2,2,2,2,1501.0,1659,1659,2,0,5,499.0,278000
1289,60,3,16,2,5,8,2006,13,3,2,2,2,1085.0,1120,1970,2,0,8,753.0,281000
1290,80,3,12,2,7,5,1964,14,1,3,2,4,1152.0,1152,1152,1,3,6,484.0,180500
1291,160,4,2,2,5,5,1972,5,1,3,1,4,630.0,630,1302,2,3,6,264.0,119500
1292,70,4,17,2,5,5,1892,14,2,3,4,4,994.0,1378,2372,2,3,11,432.0,107500
1293,60,3,14,2,5,7,1976,6,2,3,2,2,832.0,832,1664,2,3,8,528.0,162900
1294,20,3,7,2,2,5,1955,15,2,3,1,4,864.0,864,864,1,3,5,572.0,115000
1295,20,3,12,1,2,5,1968,6,1,3,1,4,1052.0,1052,1052,1,3,5,288.0,138500
1296,20,3,12,2,2,5,1963,8,1,3,1,4,1120.0,1128,1128,2,3,6,525.0,155000
1297,180,4,7,2,6,6,2005,13,1,3,2,2,547.0,1072,1072,2,3,5,525.0,140000
1299,20,3,12,2,2,5,1959,3,2,3,1,4,1246.0,1246,1246,1,2,6,305.0,154000
1300,60,3,8,2,5,7,1999,13,2,2,2,2,978.0,1005,1983,2,2,9,490.0,225000
1301,70,3,6,2,5,6,1942,14,2,3,1,4,771.0,753,1494,1,2,7,213.0,177500
1302,60,3,15,2,5,8,1994,13,1,2,2,2,1165.0,1203,2526,2,2,8,844.0,290000
1303,20,3,21,2,2,7,2005,13,1,2,2,2,1616.0,1616,1616,2,2,7,834.0,232000
1304,160,4,7,2,5,7,2004,13,3,2,2,2,976.0,976,1708,2,2,7,380.0,130000
1305,20,3,16,2,2,9,2006,13,3,2,2,0,1652.0,1652,1652,2,0,6,840.0,325000
1306,120,3,16,2,2,7,2005,13,3,2,2,2,1368.0,1368,1368,2,2,6,474.0,202500
1307,20,3,5,2,2,5,1994,13,2,3,2,2,990.0,990,990,1,3,5,480.0,138000
1308,20,4,17,2,2,5,1948,8,2,3,1,4,924.0,1122,1122,1,2,6,528.0,147000
1309,20,3,20,2,2,6,1991,6,1,3,1,2,1278.0,1294,1294,2,2,6,496.0,179200
1310,20,3,6,3,2,7,1959,3,2,2,2,2,1902.0,1902,1902,2,0,7,567.0,335000
1311,20,3,5,2,2,7,2005,13,1,2,2,2,1274.0,1274,1274,2,2,6,508.0,203000
1312,60,3,15,2,5,8,1990,14,1,2,2,0,1453.0,1453,2810,2,2,9,750.0,302000
1313,60,3,15,2,5,9,1999,13,1,2,2,2,1393.0,1422,2599,2,2,10,779.0,333168
1314,20,3,7,2,2,4,1954,14,2,3,1,4,948.0,948,948,1,3,5,280.0,119000
1315,60,3,12,2,5,6,1969,6,2,3,1,1,952.0,1092,2112,2,3,9,576.0,206900
1316,20,3,5,2,2,8,2008,13,3,2,2,0,1622.0,1630,1630,2,0,8,860.0,295493
1317,120,1,21,2,2,7,2006,13,2,2,2,0,1352.0,1352,1352,2,2,5,466.0,208900
1318,20,3,5,2,2,8,2001,13,1,2,2,2,1753.0,1787,1787,2,2,7,748.0,275000
1319,20,3,7,2,2,4,1954,14,1,3,2,4,864.0,948,948,1,3,5,248.0,111000
1320,20,3,12,2,2,6,1957,3,2,3,1,4,1478.0,1478,1478,1,3,6,442.0,156500
1321,20,3,3,1,2,3,1949,13,2,3,1,3,0.0,720,720,1,3,4,287.0,72500
1322,60,3,15,2,5,7,1992,6,2,2,2,2,750.0,1061,1923,2,2,8,564.0,190000
1323,30,3,3,2,2,4,1940,13,2,1,1,4,420.0,708,708,1,1,5,0.0,82500
1324,20,3,21,2,2,8,2006,13,1,2,2,0,1795.0,1795,1795,2,2,7,895.0,147000
1325,30,4,9,2,2,4,1922,0,2,3,0,4,796.0,796,796,1,3,5,0.0,55000
1326,30,2,7,2,2,3,1931,8,2,3,0,4,544.0,774,774,1,2,6,0.0,79000
1327,20,3,11,2,2,5,1982,13,2,2,1,4,816.0,816,816,1,2,5,264.0,130500
1328,50,4,17,2,0,6,1920,3,2,2,0,2,1510.0,1584,2792,2,3,8,520.0,256000
1329,60,3,8,2,5,7,1998,13,2,3,2,2,935.0,955,1632,2,3,8,462.0,176500
1330,20,3,21,2,2,8,2006,13,3,2,2,2,1588.0,1588,1588,2,2,7,825.0,227000
1331,80,3,5,2,7,5,1976,8,2,3,1,4,911.0,954,954,1,3,6,576.0,132500
1332,20,3,7,2,2,4,1938,8,2,3,1,4,816.0,816,816,1,3,3,288.0,100000
1333,50,4,9,2,0,5,1938,14,2,3,1,4,803.0,803,1360,1,2,6,297.0,125500
1334,160,4,2,2,5,5,1970,6,2,3,1,4,765.0,765,1365,1,3,7,440.0,125000
1335,20,3,14,2,2,6,1977,10,1,3,1,2,1350.0,1334,1334,2,3,6,630.0,167900
1336,90,3,14,1,2,5,1973,10,1,3,1,4,1656.0,1656,1656,2,3,8,506.0,135000
1337,30,4,17,1,2,4,1941,14,2,3,1,4,693.0,693,693,1,1,4,0.0,52500
1338,60,3,5,2,5,7,2002,13,2,2,2,2,916.0,920,1861,2,2,8,492.0,200000
1339,20,3,5,2,2,5,1972,8,2,3,1,4,864.0,864,864,1,3,5,288.0,128500
1340,20,3,12,2,2,4,1971,8,2,3,1,4,858.0,872,872,1,3,5,480.0,123000
1341,20,3,20,5,2,6,2003,13,2,3,2,2,1114.0,1114,1114,1,2,6,576.0,155000
1342,60,3,5,2,5,8,2002,13,1,2,2,2,1284.0,1284,2169,2,2,7,647.0,228500
1343,50,3,6,2,0,6,1928,3,2,3,0,4,896.0,1172,1913,1,3,9,342.0,177000
1344,60,3,5,2,5,7,2006,13,2,2,2,2,728.0,728,1456,2,2,8,440.0,155835
1345,30,4,17,2,2,4,1920,8,2,3,2,4,960.0,960,960,1,1,5,308.0,108500
1346,20,3,14,4,2,7,1968,3,2,3,1,4,1568.0,2156,2156,2,3,9,508.0,262500
1347,20,3,23,2,2,8,2006,13,3,2,2,0,1732.0,1776,1776,2,2,7,712.0,283463
1348,20,3,20,2,2,7,1998,13,2,2,2,2,1482.0,1494,1494,2,2,5,514.0,215000
1349,70,4,17,2,5,8,1872,8,2,3,0,4,684.0,938,2358,2,3,8,0.0,122000
1350,90,3,12,0,5,5,1969,8,1,3,1,4,1248.0,1338,2634,2,3,12,968.0,200000
1351,60,3,12,2,5,6,1962,6,1,3,1,4,858.0,858,1716,1,3,8,490.0,171000
1352,50,4,3,2,0,6,1937,8,2,2,0,4,698.0,786,1176,1,3,4,624.0,134900
1353,50,3,15,2,0,8,1995,13,1,2,2,2,2033.0,2053,3238,2,2,9,666.0,410000
1354,60,3,5,2,5,7,2000,13,2,2,2,2,992.0,992,1865,2,2,7,839.0,235000
1355,80,3,14,2,7,7,1968,8,1,3,1,4,570.0,1222,1920,3,2,8,487.0,170000
1356,20,3,12,2,2,5,1966,6,1,3,1,4,864.0,892,892,1,3,5,264.0,110000
1357,20,3,12,2,2,5,1971,13,2,3,1,4,1078.0,1078,1078,1,3,6,500.0,149900
1358,160,1,21,2,5,6,2000,8,1,2,2,2,756.0,769,1573,2,2,5,440.0,177500
1359,20,3,16,2,2,9,2004,13,1,2,2,0,1980.0,1980,1980,2,0,8,770.0,315000
1360,70,3,18,1,5,5,1921,8,2,3,0,4,612.0,990,2601,3,3,8,621.0,189000
1361,20,3,22,2,2,7,2005,13,3,2,2,0,1530.0,1530,1530,2,2,7,430.0,260000
1362,50,3,12,1,0,4,1920,13,2,3,0,4,715.0,1281,1738,2,3,7,368.0,104900
1363,60,3,8,2,5,6,2006,13,2,3,2,2,616.0,616,1412,2,2,6,432.0,156932
1364,160,1,21,2,5,7,2005,8,2,2,2,2,600.0,520,1200,2,2,4,480.0,144152
1365,60,1,21,2,5,7,2000,13,2,2,2,2,814.0,814,1674,2,2,7,663.0,216000
1366,60,3,5,2,5,7,1999,13,1,2,2,2,873.0,882,1790,2,2,7,588.0,193000
1367,160,4,10,2,5,5,1977,5,2,3,2,4,757.0,925,1475,2,3,6,336.0,127000
1368,120,4,5,2,2,6,2003,13,1,2,2,2,848.0,848,848,1,2,4,420.0,144000
1369,20,3,5,2,2,8,2003,13,1,2,2,2,1657.0,1668,1668,2,2,8,502.0,232000
1370,50,3,17,0,0,4,1920,4,2,1,2,4,840.0,840,1374,1,3,6,338.0,105000
1371,80,3,12,2,7,6,1955,0,2,3,1,4,992.0,1661,1661,1,2,8,377.0,165500
1372,60,3,5,2,5,7,1998,13,2,3,2,2,1108.0,1108,2097,2,2,8,583.0,274300
1373,20,3,15,2,2,10,2001,13,1,0,2,0,2633.0,2633,2633,2,0,8,804.0,466500
1374,60,1,21,2,5,7,2005,5,2,2,2,2,1026.0,1026,1958,2,2,9,936.0,250000
